club,num_players,misc_cards_red_mean,misc_cards_red_median,misc_cards_red_std,misc_cards_yellow_mean,misc_cards_yellow_median,misc_cards_yellow_std,misc_cards_yellow_red_mean,misc_cards_yellow_red_median,misc_cards_yellow_red_std,misc_crosses_mean,misc_crosses_median,misc_crosses_std,misc_fouled_mean,misc_fouled_median,misc_fouled_std,misc_fouls_mean,misc_fouls_median,misc_fouls_std,misc_interceptions_mean,misc_interceptions_median,misc_interceptions_std,misc_minutes_90s_mean,misc_minutes_90s_median,misc_minutes_90s_std,misc_offsides_mean,misc_offsides_median,misc_offsides_std,misc_own_goals_mean,misc_own_goals_median,misc_own_goals_std,misc_tackles_won_mean,misc_tackles_won_median,misc_tackles_won_std,playing_time_games_mean,playing_time_games_median,playing_time_games_std,playing_time_games_complete_mean,playing_time_games_complete_median,playing_time_games_complete_std,playing_time_games_starts_mean,playing_time_games_starts_median,playing_time_games_starts_std,playing_time_games_subs_mean,playing_time_games_subs_median,playing_time_games_subs_std,playing_time_minutes_mean,playing_time_minutes_median,playing_time_minutes_std,playing_time_minutes_90s_mean,playing_time_minutes_90s_median,playing_time_minutes_90s_std,playing_time_minutes_pct_mean,playing_time_minutes_pct_median,playing_time_minutes_pct_std,playing_time_minutes_per_game_mean,playing_time_minutes_per_game_median,playing_time_minutes_per_game_std,playing_time_minutes_per_start_mean,playing_time_minutes_per_start_median,playing_time_minutes_per_start_std,playing_time_minutes_per_sub_mean,playing_time_minutes_per_sub_median,playing_time_minutes_per_sub_std,playing_time_on_goals_against_mean,playing_time_on_goals_against_median,playing_time_on_goals_against_std,playing_time_on_goals_for_mean,playing_time_on_goals_for_median,playing_time_on_goals_for_std,playing_time_plus_minus_mean,playing_time_plus_minus_median,playing_time_plus_minus_std,playing_time_plus_minus_per90_mean,playing_time_plus_minus_per90_median,playing_time_plus_minus_per90_std,playing_time_plus_minus_wowy_mean,playing_time_plus_minus_wowy_median,playing_time_plus_minus_wowy_std,playing_time_points_per_game_mean,playing_time_points_per_game_median,playing_time_points_per_game_std,playing_time_unused_subs_mean,playing_time_unused_subs_median,playing_time_unused_subs_std,shooting_goals_mean,shooting_goals_median,shooting_goals_std,shooting_goals_per_shot_mean,shooting_goals_per_shot_median,shooting_goals_per_shot_std,shooting_goals_per_shot_on_target_mean,shooting_goals_per_shot_on_target_median,shooting_goals_per_shot_on_target_std,shooting_minutes_90s_mean,shooting_minutes_90s_median,shooting_minutes_90s_std,shooting_pens_att_mean,shooting_pens_att_median,shooting_pens_att_std,shooting_pens_made_mean,shooting_pens_made_median,shooting_pens_made_std,shooting_shots_mean,shooting_shots_median,shooting_shots_std,shooting_shots_on_target_mean,shooting_shots_on_target_median,shooting_shots_on_target_std,shooting_shots_on_target_pct_mean,shooting_shots_on_target_pct_median,shooting_shots_on_target_pct_std,shooting_shots_on_target_per90_mean,shooting_shots_on_target_per90_median,shooting_shots_on_target_per90_std,shooting_shots_per90_mean,shooting_shots_per90_median,shooting_shots_per90_std,standard_assists_mean,standard_assists_median,standard_assists_std,standard_assists_per90_mean,standard_assists_per90_median,standard_assists_per90_std,standard_cards_red_mean,standard_cards_red_median,standard_cards_red_std,standard_cards_yellow_mean,standard_cards_yellow_median,standard_cards_yellow_std,standard_games_mean,standard_games_median,standard_games_std,standard_games_starts_mean,standard_games_starts_median,standard_games_starts_std,standard_goals_mean,standard_goals_median,standard_goals_std,standard_goals_assists_mean,standard_goals_assists_median,standard_goals_assists_std,standard_goals_assists_pens_per90_mean,standard_goals_assists_pens_per90_median,standard_goals_assists_pens_per90_std,standard_goals_assists_per90_mean,standard_goals_assists_per90_median,standard_goals_assists_per90_std,standard_goals_pens_mean,standard_goals_pens_median,standard_goals_pens_std,standard_goals_pens_per90_mean,standard_goals_pens_per90_median,standard_goals_pens_per90_std,standard_goals_per90_mean,standard_goals_per90_median,standard_goals_per90_std,standard_minutes_mean,standard_minutes_median,standard_minutes_std,standard_minutes_90s_mean,standard_minutes_90s_median,standard_minutes_90s_std,standard_pens_att_mean,standard_pens_att_median,standard_pens_att_std,standard_pens_made_mean,standard_pens_made_median,standard_pens_made_std
Liverpool,16,0.19,0.0,0.4,3.69,4.0,2.39,0.06,0.0,0.25,43.75,20.0,51.63,20.69,17.0,14.73,24.31,21.5,17.86,16.81,9.5,17.05,24.3,27.15,9.16,3.62,1.0,5.26,0.06,0.0,0.25,22.5,20.5,15.69,31.0,33.0,7.57,15.19,14.0,10.88,24.81,28.0,9.99,6.19,5.0,6.41,2186.12,2440.5,823.97,24.3,27.15,9.16,63.93,71.35,24.1,70.12,73.0,17.68,81.25,81.0,6.64,25.55,24.0,7.49,25.25,25.5,9.06,55.0,62.0,22.81,29.75,33.5,15.36,1.15,1.2,0.34,0.38,0.15,1.05,2.22,2.24,0.08,3.88,1.0,7.36,5.25,3.0,7.39,0.1,0.1,0.06,0.28,0.34,0.17,24.3,27.15,9.16,0.56,0.0,2.25,0.56,0.0,2.25,38.19,34.0,33.07,13.75,10.5,15.36,33.38,35.55,10.22,0.56,0.39,0.5,1.59,1.52,1.24,3.81,3.0,4.28,0.15,0.16,0.12,0.19,0.0,0.4,3.69,4.0,2.39,31.0,33.0,7.57,24.81,28.0,9.99,5.25,3.0,7.39,9.06,6.5,11.4,0.34,0.33,0.3,0.36,0.33,0.34,4.69,3.0,5.58,0.19,0.14,0.2,0.21,0.14,0.24,2186.12,2440.5,823.97,24.3,27.15,9.16,0.56,0.0,2.25,0.56,0.0,2.25
